ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description)"
zoneRANCH/cellRanch_Home/Sector/Solid FIller/moundSand04,Mesh,4,8,"[148.1,12.24,-123.61]","[151.95,12.221,-138.3]",60.74457486887207,15.186143717218018,15.186143717218018,1.0,stable,large,HORIZ_MID,medium,slow,flat,Overall: moves slowly over a medium distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_CliffCaves/Sector/Deco/decoRock03 (1),Mesh,6,8,"[98.884,-3.742,28.623]","[178.293,-2.957,19.809]",159.80102755614558,79.90051377807279,79.90051377807279,1.0,stable,tiny,HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/techActivator/triggerActivate,Empty,4,8,"[108.262,13.624,-104.537]","[108.263,15.587,-146.462]",167.88372142646818,41.970930356617046,41.970930356617046,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/techActivator/techActivator,Mesh,4,8,"[108.262,12.201,-104.537]","[108.263,14.164,-146.462]",167.88372142646818,41.970930356617046,41.970930356617046,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Lab/Sector/Grass/grassThinColony01 (2),Mesh,4,5,"[226.49,14.767,-327.64]","[171.25,14.75,-258.35]",88.61468269423526,88.61468269423526,88.61468269423526,1.0,grow,small,HORIZ_HIGH,medium,fast,flat,Overall: moves quickly over a medium distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneRANCH/cellRanch_Overgrowth/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Dirt,Mesh,4,8,"[-23.829,12.25,-127.51]","[-50.689,12.25,-126.19]",80.6772458627586,26.8924152875862,22.4103460729885,1.0,stable,medium,HORIZ_MID,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Overgrowth/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Dirt/rocks,Mesh,4,8,"[-23.829,12.25,-127.51]","[-50.689,12.25,-126.19]",80.6772458627586,26.8924152875862,22.4103460729885,1.0,stable,medium,HORIZ_MID,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_Intro/Sector/Deco/decoRock11,Mesh,4,8,"[31.996,7.32,5.401]","[2.815,-4.24,-21.153]",164.45202471237621,41.113006178094054,41.113006178094054,1.0,stable,tiny,HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_FeralSink/Sector/Cliffs/cliffBase01 (1),Mesh,6,7,"[218.23,25.93,63.49]","[251.37,5.99,66.77]",38.81522381746627,38.81522381746627,38.81522381746627,1.0,shrink,huge,HORIZ_HIGH,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_FeralSink/Sector/Rocks/rockReefTall01 (1),Mesh,6,7,"[231.11,11.04,61.58]","[298.89,6.662,74.572]",69.15263804078624,69.15263804078624,69.15263804078624,1.0,stable,medium,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_PassageLab/Sector/Mountains/mtnBluffReef01 (1),Empty,4,8,"[107.42,24.879,-196.76]","[191.921,41.42,-187.768]",346.2918941240178,86.57297353100445,86.57297353100445,0.0,unknown,unknown,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinSprig02,Mesh,4,8,"[-2.43,4.45,-2.99]","[37.745,7.341,-5.389]",161.40105114899345,40.35026278724836,40.35026278724836,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Deco/decoRock16,Mesh,4,8,"[31.19,7.341,0.91]","[-6.488,4.45,-12.765]",160.74801099858126,40.187002749645316,40.187002749645316,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_FeralSink/Sector/Rocks/rockMoba13,Mesh,6,7,"[220.71,7.62,62.67]","[266.44,-1.16,49.0]",48.530301874189895,48.530301874189895,48.530301874189895,1.0,grow,large,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Grotto/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 4/corralPost,Mesh,4,8,"[225.9,8.32,-110.42]","[232.29,8.41,-149.45]",158.1989178218359,39.54972945545897,39.54972945545897,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Grotto/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 4/corralBase,Mesh,4,8,"[225.9,12.07,-110.42]","[232.29,12.16,-149.45]",158.1989178218359,39.54972945545897,39.54972945545897,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_FeralSink/Sector/Constructs/woodPlat02,Mesh,6,7,"[265.71,14.7,54.25]","[299.29,8.11,67.62]",36.73964343866177,36.73964343866177,36.73964343866177,1.0,shrink,huge,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Build Sites/siteGadget (4),Empty,4,8,"[144.21,12.25,-110.08]","[65.66,14.75,-134.04]",328.6441017270811,82.16102543177027,82.16102543177027,0.0,unknown,unknown,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Home/Sector/Trees/treeReef02,Empty,4,8,"[71.07,14.61,-171.52]","[51.03,11.62,-91.91]",328.59199746798464,82.14799936699616,82.14799936699616,0.0,unknown,unknown,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_Intro/Sector/Deco/decoRock15,Mesh,4,8,"[33.078,7.341,-25.484]","[0.043,4.45,-6.425]",152.9922657914445,38.24806644786113,38.24806644786113,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/areaCrag01/areaCragChunk01,Mesh,6,8,"[102.181,13.502,33.521]","[88.115,-0.394,36.327]",39.94119717785134,19.97059858892567,19.97059858892567,1.0,stable,huge,HORIZ_LOW,medium,slow,large,Overall: moves slowly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/moundSand04/Rocks,Mesh,6,8,"[142.43,17.22,41.73]","[178.54,-2.7,25.48]",88.6521516941354,44.3260758470677,44.3260758470677,1.0,shrink,small,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Build Sites/siteGadget (3),Empty,4,8,"[142.07,12.25,-121.95]","[68.49,14.75,-153.38]",320.20271828952355,80.05067957238089,80.05067957238089,0.0,unknown,unknown,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/areaCrag01/areaCragChunk03,Mesh,6,8,"[101.029,12.467,34.035]","[87.059,-0.944,35.635]",38.86262065275578,19.43131032637789,19.43131032637789,1.0,stable,huge,HORIZ_LOW,medium,slow,large,Overall: moves slowly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Lab/Sector/Solid Filler/moundSand02/Rocks,Mesh,4,5,"[226.68,14.75,-264.45]","[165.445,14.74,-313.792]",78.6406910511346,78.6406910511346,78.6406910511346,1.0,shrink,small,HORIZ_HIGH,medium,fast,flat,Overall: moves quickly over a medium distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneRANCH/cellRanch_Lab/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Dirt/rocks,Mesh,4,5,"[181.39,14.76,-268.72]","[216.23,14.76,-319.68]",61.73124978485368,61.73124978485368,61.73124978485368,1.0,stable,medium,HORIZ_HIGH,medium,fast,none,Overall: moves quickly over a medium distance. Phases: moves across the scene in a high region.
zoneRANCH/cellRanch_Lab/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Dirt,Mesh,4,5,"[181.39,14.76,-268.72]","[216.23,14.76,-319.68]",61.73124978485368,61.73124978485368,61.73124978485368,1.0,stable,medium,HORIZ_HIGH,medium,fast,none,Overall: moves quickly over a medium distance. Phases: moves across the scene in a high region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefBoxy01 (1),Mesh,4,8,"[40.272,7.341,-25.196]","[6.064,-4.24,-22.591]",144.83606456956775,36.20901614239194,36.20901614239194,1.0,stable,tiny,HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Flora/treeReef02/treeTrunk01,Mesh,6,8,"[120.746,9.109,55.671]","[149.98,17.368,40.721]",67.71529626310438,33.85764813155219,33.85764813155219,1.0,stable,medium,HORIZ_MID,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_CliffCaves/Sector/Rocks/rockReefTall01,Mesh,6,8,"[108.55,9.446,47.8]","[148.123,2.464,60.407]",84.23080438889325,42.115402194446624,42.115402194446624,1.0,shrink,small,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Resources/patchBeet03/Bed/Dirt/rocks_long,Mesh,4,8,"[-15.009,10.523,7.303]","[-4.75,-4.217,-22.76]",140.07418891430356,35.01854722857589,35.01854722857589,1.0,stable,tiny,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Resources/patchBeet03/Bed/Dirt,Mesh,4,8,"[-15.009,10.523,7.303]","[-4.75,-4.217,-22.76]",140.07418891430356,35.01854722857589,35.01854722857589,1.0,stable,tiny,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Resources/patchBeet03,Empty,4,8,"[-15.009,10.5,7.303]","[-4.75,-4.24,-22.76]",140.07418891430356,35.01854722857589,35.01854722857589,1.0,stable,tiny,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Grass/grassThinColony01 (2),Mesh,4,8,"[99.556,12.153,-137.92]","[77.66,12.25,-110.6]",140.04722774835636,35.01180693708909,35.01180693708909,1.0,stable,tiny,HORIZ_MID,long,medium,flat,Overall: moves at a moderate speed over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_Intro/Sector/Resources/patchBeet03/Bed/Sprout,Mesh,4,8,"[-15.221,10.524,6.526]","[-4.047,-4.207,-23.058]",139.54633312273023,34.88658328068256,34.88658328068256,1.0,stable,tiny,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/areaCrag01/areaCragChunk02,Mesh,6,8,"[101.517,11.086,32.173]","[88.89,-1.677,35.04]",36.36234244379753,18.181171221898765,18.181171221898765,1.0,stable,huge,HORIZ_LOW,medium,slow,large,Overall: moves slowly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Grotto/Sector/Mountains/mtnBluffQuar02,Empty,4,8,"[316.11,34.07,-122.59]","[285.3,1.343,-63.8]",296.01558685988147,74.00389671497037,74.00389671497037,0.0,unknown,unknown,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_CliffCaves/Sector/Flora/treeReef03/treeTrunk01,Mesh,6,8,"[107.537,8.478,31.566]","[103.424,26.108,30.858]",36.23451023540956,18.11725511770478,18.11725511770478,1.0,stable,huge,DESCEND_HIGH,medium,slow,large,Overall: moves slowly over a medium distance with large vertical variation. Phases: moves downward in a high region.
zoneREEF/cellReef_CliffCaves/Sector/Rocks/rockReefFlat01,Mesh,6,8,"[107.61,9.51,50.38]","[146.162,2.056,60.137]",80.92015494300541,40.46007747150271,40.46007747150271,1.0,grow,small,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_PassageGrotto/Sector/Cliffs/mtnColumn03/areaCragChunk01,Mesh,4,8,"[177.737,35.625,-116.377]","[183.646,28.352,-114.96]",37.90951310687066,9.477378276717666,9.477378276717666,1.0,grow,huge,ASCEND_HIGH,medium,slow,large,Overall: moves slowly over a medium distance with large vertical variation. Phases: moves upward in a high region.
zoneREEF/cellReef_CliffCaves/Sector/Deco/decoRock03,Mesh,6,8,"[98.791,-3.772,31.049]","[161.157,-4.557,14.925]",128.84281209287542,64.42140604643771,64.42140604643771,1.0,stable,tiny,HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Deco/decoShroom03 (1),Mesh,4,8,"[-2.58,4.45,14.28]","[2.077,-4.203,-18.268]",135.99613888636694,33.999034721591734,33.999034721591734,1.0,stable,tiny,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Grotto/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 3/corralPost,Mesh,4,8,"[216.4,8.32,-110.42]","[232.29,8.41,-139.95]",134.13551953155428,33.53387988288857,33.53387988288857,1.0,stable,tiny,HORIZ_LOW,long,medium,moderate,Overall: moves at a moderate speed over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Grotto/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 3/corralBase,Mesh,4,8,"[216.4,12.07,-110.42]","[232.29,12.16,-139.95]",134.13551953155428,33.53387988288857,33.53387988288857,1.0,stable,tiny,HORIZ_MID,long,medium,moderate,Overall: moves at a moderate speed over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_FeralSink/Sector/Solid Filler/moundSand01/Rocks,Mesh,6,7,"[212.53,4.09,47.27]","[248.709,0.136,64.479]",40.25796614336099,40.25796614336099,40.25796614336099,1.0,shrink,large,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Deco/decoRock07,Mesh,4,8,"[-18.993,4.45,3.109]","[0.595,-4.24,-21.533]",130.62520479601173,32.65630119900293,32.65630119900293,1.0,stable,tiny,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
