ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",PhaseTimeline (Motion phases with approximate relative durations),PathTrace (Downsampled key positions along the trajectory),MaxSpeedEvent (Notable peak speed moment),LargestVerticalChangeEvent (Notable vertical excursion),DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description from core stats)",SemanticRole (Heuristic high-level role: Player/Enemy/Projectile/etc.),InteractionSummary (Close-approach / touch events with other objects),"NarrativeSummary (Compact narrative description using motion, phases & interactions)"
zoneWILDS/cellWilds_SeaTeeth/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk02,Mesh,8,12,"[-822.214,2.777,662.939]","[-921.477,0.743,598.978]",472.41151291644,118.10287822911,118.10287822911,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[-822.214,2.777,662.939];f8:[-921.477,0.743,598.978];f9:[-822.214,2.777,662.939];f9:[-921.477,0.743,598.978];f10:[-822.214,2.777,662.939];f10:[-921.477,0.743,598.978];f11:[-822.214,2.777,662.939];f11:[-921.477,0.743,598.978];f12:[-822.214,2.777,662.939];f12:[-921.477,0.743,598.978]",Peak speed ~118.103 between frames 8-9.,Vertical span from 0.743 (f8) to 2.777 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a low region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[-822.214,2.777,662.939];f8:[-921.477,0.743,598.978];f9:[-822.214,2.777,662.939];f9:[-921.477,0.743,598.978];f10:[-822.214,2.777,662.939];f10:[-921.477,0.743,598.978];f11:[-822.214,2.777,662.939];f11:[-921.477,0.743,598.978];f12:[-822.214,2.777,662.939];f12:[-921.477,0.743,598.978]. Notable moments: Peak speed ~118.103 between frames 8-9. Vertical span from 0.743 (f8) to 2.777 (f8)."
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk02,Mesh,8,12,"[502.965,-0.017,742.565]","[410.138,17.82,671.8]",472.3167703649747,118.07919259124367,118.07919259124367,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[502.965,-0.017,742.565];f8:[410.138,17.820,671.800];f9:[502.965,-0.017,742.565];f9:[410.138,17.820,671.800];f10:[502.965,-0.017,742.565];f10:[410.138,17.820,671.800];f11:[502.965,-0.017,742.565];f11:[410.138,17.820,671.800];f12:[502.965,-0.017,742.565];f12:[410.138,17.820,671.800]",Peak speed ~118.079 between frames 8-9.,Vertical span from -0.017 (f8) to 17.820 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[502.965,-0.017,742.565];f8:[410.138,17.820,671.800];f9:[502.965,-0.017,742.565];f9:[410.138,17.820,671.800];f10:[502.965,-0.017,742.565];f10:[410.138,17.820,671.800];f11:[502.965,-0.017,742.565];f11:[410.138,17.820,671.800];f12:[502.965,-0.017,742.565];f12:[410.138,17.820,671.800]. Notable moments: Peak speed ~118.079 between frames 8-9. Vertical span from -0.017 (f8) to 17.820 (f8)."
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPlanter02,Mesh,8,12,"[950.48,3.37,79.4]","[835.863,6.9,106.123]",470.9757754789516,117.7439438697379,117.7439438697379,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[950.480,3.370,79.400];f8:[835.863,6.900,106.123];f9:[950.480,3.370,79.400];f9:[835.863,6.900,106.123];f10:[950.480,3.370,79.400];f10:[835.863,6.900,106.123];f11:[950.480,3.370,79.400];f11:[835.863,6.900,106.123];f12:[950.480,3.370,79.400];f12:[835.863,6.900,106.123]",Peak speed ~117.744 between frames 8-9.,Vertical span from 3.370 (f8) to 6.900 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,UIElement,,"As a UIElement, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[950.480,3.370,79.400];f8:[835.863,6.900,106.123];f9:[950.480,3.370,79.400];f9:[835.863,6.900,106.123];f10:[950.480,3.370,79.400];f10:[835.863,6.900,106.123];f11:[950.480,3.370,79.400];f11:[835.863,6.900,106.123];f12:[950.480,3.370,79.400];f12:[835.863,6.900,106.123]. Notable moments: Peak speed ~117.744 between frames 8-9. Vertical span from 3.370 (f8) to 6.900 (f8)."
zoneMOSS/cellMoss_NorthPass/Sector/Rocks/rockCrag03,Mesh,8,12,"[-235.02,32.56,689.8]","[-122.134,14.98,716.644]",469.4320948891331,117.35802372228328,117.35802372228328,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-235.020,32.560,689.800];f8:[-122.134,14.980,716.644];f9:[-235.020,32.560,689.800];f9:[-122.134,14.980,716.644];f10:[-235.020,32.560,689.800];f10:[-122.134,14.980,716.644];f11:[-235.020,32.560,689.800];f11:[-122.134,14.980,716.644];f12:[-235.020,32.560,689.800];f12:[-122.134,14.980,716.644]",Peak speed ~117.358 between frames 8-9.,Vertical span from 14.980 (f8) to 32.560 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-235.020,32.560,689.800];f8:[-122.134,14.980,716.644];f9:[-235.020,32.560,689.800];f9:[-122.134,14.980,716.644];f10:[-235.020,32.560,689.800];f10:[-122.134,14.980,716.644];f11:[-235.020,32.560,689.800];f11:[-122.134,14.980,716.644];f12:[-235.020,32.560,689.800];f12:[-122.134,14.980,716.644]. Notable moments: Peak speed ~117.358 between frames 8-9. Vertical span from 14.980 (f8) to 32.560 (f8)."
zoneMOSS/cellMoss_Archipelago/Sector/Flora/mossDrape02/drapeMoss02,Mesh,8,12,"[-318.344,10.45,839.276]","[-421.512,5.298,865.092]",471.6221244792415,106.47368305830321,117.90553111981038,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-318.344,10.450,839.276];f8:[-375.350,12.410,803.660];f8:[-318.430,11.270,839.400];f9:[-359.388,18.070,808.285];f9:[-363.550,5.560,721.660];f10:[-387.590,0.840,789.080];f10:[-331.080,20.146,886.030];f11:[-387.590,0.840,789.080];f11:[-331.171,19.056,886.059];f12:[-387.590,0.840,789.080];f12:[-363.564,5.036,721.577];f12:[-421.512,5.298,865.092]",Peak speed ~134.685 between frames 11-12.,Vertical span from 0.048 (f8) to 20.146 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-318.344,10.450,839.276];f8:[-375.350,12.410,803.660];f8:[-318.430,11.270,839.400];f9:[-359.388,18.070,808.285];f9:[-363.550,5.560,721.660];f10:[-387.590,0.840,789.080];f10:[-331.080,20.146,886.030];f11:[-387.590,0.840,789.080];f11:[-331.171,19.056,886.059];f12:[-387.590,0.840,789.080];f12:[-363.564,5.036,721.577];f12:[-421.512,5.298,865.092]. Notable moments: Peak speed ~134.685 between frames 11-12. Vertical span from 0.048 (f8) to 20.146 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Mountains/mtnBluffQuar02 (5)/mountaintop,Mesh,8,12,"[-714.34,24.17,-872.05]","[-663.42,41.851,-976.088]",468.68957069685274,117.17239267421319,117.17239267421319,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-714.340,24.170,-872.050];f8:[-663.420,41.851,-976.088];f9:[-714.340,24.170,-872.050];f9:[-663.420,41.851,-976.088];f10:[-714.340,24.170,-872.050];f10:[-663.420,41.851,-976.088];f11:[-714.340,24.170,-872.050];f11:[-663.420,41.851,-976.088];f12:[-714.340,24.170,-872.050];f12:[-663.420,41.851,-976.088]",Peak speed ~117.172 between frames 8-9.,Vertical span from 24.170 (f8) to 41.851 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-714.340,24.170,-872.050];f8:[-663.420,41.851,-976.088];f9:[-714.340,24.170,-872.050];f9:[-663.420,41.851,-976.088];f10:[-714.340,24.170,-872.050];f10:[-663.420,41.851,-976.088];f11:[-714.340,24.170,-872.050];f11:[-663.420,41.851,-976.088];f12:[-714.340,24.170,-872.050];f12:[-663.420,41.851,-976.088]. Notable moments: Peak speed ~117.172 between frames 8-9. Vertical span from 24.170 (f8) to 41.851 (f8)."
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk02,Mesh,8,12,"[-595.293,0.354,-279.885]","[-595.291,12.56,-164.092]",465.73821469147225,116.43455367286806,116.43455367286806,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-595.293,0.354,-279.885];f8:[-595.291,12.560,-164.092];f9:[-595.293,0.354,-279.885];f9:[-595.291,12.560,-164.092];f10:[-595.293,0.354,-279.885];f10:[-595.291,12.560,-164.092];f11:[-595.293,0.354,-279.885];f11:[-595.291,12.560,-164.092];f12:[-595.293,0.354,-279.885];f12:[-595.291,12.560,-164.092]",Peak speed ~116.435 between frames 8-9.,Vertical span from 0.354 (f8) to 12.560 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-595.293,0.354,-279.885];f8:[-595.291,12.560,-164.092];f9:[-595.293,0.354,-279.885];f9:[-595.291,12.560,-164.092];f10:[-595.293,0.354,-279.885];f10:[-595.291,12.560,-164.092];f11:[-595.293,0.354,-279.885];f11:[-595.291,12.560,-164.092];f12:[-595.293,0.354,-279.885];f12:[-595.291,12.560,-164.092]. Notable moments: Peak speed ~116.435 between frames 8-9. Vertical span from 0.354 (f8) to 12.560 (f8)."
zoneDESERT/cellDesert_ScorchedPlainsNorthWest/Sector/Cliffs/cliffDesert17,Mesh,8,12,"[-72.412,1020.364,574.018]","[-66.328,1019.648,690.148]",465.1658562190479,116.29146405476197,116.29146405476197,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-72.412,1020.364,574.018];f8:[-66.328,1019.648,690.148];f9:[-72.412,1020.364,574.018];f9:[-66.328,1019.648,690.148];f10:[-72.412,1020.364,574.018];f10:[-66.328,1019.648,690.148];f11:[-72.412,1020.364,574.018];f11:[-66.328,1019.648,690.148];f12:[-72.412,1020.364,574.018];f12:[-66.328,1019.648,690.148]",Peak speed ~116.291 between frames 8-9.,Vertical span from 1019.648 (f8) to 1020.364 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-72.412,1020.364,574.018];f8:[-66.328,1019.648,690.148];f9:[-72.412,1020.364,574.018];f9:[-66.328,1019.648,690.148];f10:[-72.412,1020.364,574.018];f10:[-66.328,1019.648,690.148];f11:[-72.412,1020.364,574.018];f11:[-66.328,1019.648,690.148];f12:[-72.412,1020.364,574.018];f12:[-66.328,1019.648,690.148]. Notable moments: Peak speed ~116.291 between frames 8-9. Vertical span from 1019.648 (f8) to 1020.364 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnSpireQuar04/mountaintop,Mesh,8,12,"[-276.82,27.93,-889.25]","[-106.5,31.551,-1027.348]",438.60265227196237,219.30132613598118,219.30132613598118,1.0,stable,huge,HORIZ_HIGH;STILL_HIGH;HORIZ_HIGH,HORIZ_HIGH:0.25;STILL_HIGH:0.50;HORIZ_HIGH:0.25,"f8:[-276.820,27.930,-889.250];f8:[-166.690,28.590,-890.508];f8:[-106.500,31.551,-1027.348];f9:[-166.690,28.590,-890.508];f9:[-137.750,21.394,-807.170];f10:[-106.500,31.551,-1027.348];f10:[-166.690,28.590,-890.508];f11:[-276.820,27.930,-889.250];f11:[-166.690,28.590,-890.508];f11:[-106.500,31.551,-1027.348];f12:[-166.690,28.590,-890.508];f12:[-106.500,31.551,-1027.348]",Peak speed ~219.301 between frames 8-9.,Vertical span from 21.394 (f8) to 31.551 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region; stays mostly still in a high region; moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_HIGH:0.25;STILL_HIGH:0.50;HORIZ_HIGH:0.25. Key positions along its path: f8:[-276.820,27.930,-889.250];f8:[-166.690,28.590,-890.508];f8:[-106.500,31.551,-1027.348];f9:[-166.690,28.590,-890.508];f9:[-137.750,21.394,-807.170];f10:[-106.500,31.551,-1027.348];f10:[-166.690,28.590,-890.508];f11:[-276.820,27.930,-889.250];f11:[-166.690,28.590,-890.508];f11:[-106.500,31.551,-1027.348];f12:[-166.690,28.590,-890.508];f12:[-106.500,31.551,-1027.348]. Notable moments: Peak speed ~219.301 between frames 8-9. Vertical span from 21.394 (f8) to 31.551 (f8)."
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk01,Mesh,8,12,"[501.583,1.8,742.547]","[410.789,19.794,673.154]",462.7348773714816,115.6837193428704,115.6837193428704,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[501.583,1.800,742.547];f8:[410.789,19.794,673.154];f9:[501.583,1.800,742.547];f9:[410.789,19.794,673.154];f10:[501.583,1.800,742.547];f10:[410.789,19.794,673.154];f11:[501.583,1.800,742.547];f11:[410.789,19.794,673.154];f12:[501.583,1.800,742.547];f12:[410.789,19.794,673.154]",Peak speed ~115.684 between frames 8-9.,Vertical span from 1.800 (f8) to 19.794 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[501.583,1.800,742.547];f8:[410.789,19.794,673.154];f9:[501.583,1.800,742.547];f9:[410.789,19.794,673.154];f10:[501.583,1.800,742.547];f10:[410.789,19.794,673.154];f11:[501.583,1.800,742.547];f11:[410.789,19.794,673.154];f12:[501.583,1.800,742.547];f12:[410.789,19.794,673.154]. Notable moments: Peak speed ~115.684 between frames 8-9. Vertical span from 1.800 (f8) to 19.794 (f8)."
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk03,Mesh,8,12,"[501.643,1.021,741.387]","[409.632,18.948,673.657]",462.5970920790572,115.6492730197643,115.6492730197643,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[501.643,1.021,741.387];f8:[409.632,18.948,673.657];f9:[501.643,1.021,741.387];f9:[409.632,18.948,673.657];f10:[501.643,1.021,741.387];f10:[409.632,18.948,673.657];f11:[501.643,1.021,741.387];f11:[409.632,18.948,673.657];f12:[501.643,1.021,741.387];f12:[409.632,18.948,673.657]",Peak speed ~115.649 between frames 8-9.,Vertical span from 1.021 (f8) to 18.948 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[501.643,1.021,741.387];f8:[409.632,18.948,673.657];f9:[501.643,1.021,741.387];f9:[409.632,18.948,673.657];f10:[501.643,1.021,741.387];f10:[409.632,18.948,673.657];f11:[501.643,1.021,741.387];f11:[409.632,18.948,673.657];f12:[501.643,1.021,741.387];f12:[409.632,18.948,673.657]. Notable moments: Peak speed ~115.649 between frames 8-9. Vertical span from 1.021 (f8) to 18.948 (f8)."
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk01,Mesh,8,12,"[-595.24,3.245,-277.99]","[-596.272,14.534,-162.955]",462.36881849882565,115.59220462470641,115.59220462470641,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-595.240,3.245,-277.990];f8:[-596.272,14.534,-162.955];f9:[-595.240,3.245,-277.990];f9:[-596.272,14.534,-162.955];f10:[-595.240,3.245,-277.990];f10:[-596.272,14.534,-162.955];f11:[-595.240,3.245,-277.990];f11:[-596.272,14.534,-162.955];f12:[-595.240,3.245,-277.990];f12:[-596.272,14.534,-162.955]",Peak speed ~115.592 between frames 8-9.,Vertical span from 3.245 (f8) to 14.534 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-595.240,3.245,-277.990];f8:[-596.272,14.534,-162.955];f9:[-595.240,3.245,-277.990];f9:[-596.272,14.534,-162.955];f10:[-595.240,3.245,-277.990];f10:[-596.272,14.534,-162.955];f11:[-595.240,3.245,-277.990];f11:[-596.272,14.534,-162.955];f12:[-595.240,3.245,-277.990];f12:[-596.272,14.534,-162.955]. Notable moments: Peak speed ~115.592 between frames 8-9. Vertical span from 3.245 (f8) to 14.534 (f8)."
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/ruinWall01,Mesh,8,12,"[958.996,-10.95,98.97]","[847.01,7.599,120.505]",462.1460517542046,115.53651293855116,115.53651293855116,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[958.996,-10.950,98.970];f8:[847.010,7.599,120.505];f9:[958.996,-10.950,98.970];f9:[847.010,7.599,120.505];f10:[958.996,-10.950,98.970];f10:[847.010,7.599,120.505];f11:[958.996,-10.950,98.970];f11:[847.010,7.599,120.505];f12:[958.996,-10.950,98.970];f12:[847.010,7.599,120.505]",Peak speed ~115.537 between frames 8-9.,Vertical span from -10.950 (f8) to 7.599 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.,UIElement,touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/LoDMesh.,"As a UIElement, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[958.996,-10.950,98.970];f8:[847.010,7.599,120.505];f9:[958.996,-10.950,98.970];f9:[847.010,7.599,120.505];f10:[958.996,-10.950,98.970];f10:[847.010,7.599,120.505];f11:[958.996,-10.950,98.970];f11:[847.010,7.599,120.505];f12:[958.996,-10.950,98.970];f12:[847.010,7.599,120.505]. It touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/LoDMesh. Notable moments: Peak speed ~115.537 between frames 8-9. Vertical span from -10.950 (f8) to 7.599 (f8)."
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/LoDMesh,Mesh,8,12,"[958.996,-10.95,98.97]","[847.01,7.599,120.505]",462.1460517542046,115.53651293855116,115.53651293855116,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[958.996,-10.950,98.970];f8:[847.010,7.599,120.505];f9:[958.996,-10.950,98.970];f9:[847.010,7.599,120.505];f10:[958.996,-10.950,98.970];f10:[847.010,7.599,120.505];f11:[958.996,-10.950,98.970];f11:[847.010,7.599,120.505];f12:[958.996,-10.950,98.970];f12:[847.010,7.599,120.505]",Peak speed ~115.537 between frames 8-9.,Vertical span from -10.950 (f8) to 7.599 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.,UIElement,touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/ruinWall01.,"As a UIElement, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[958.996,-10.950,98.970];f8:[847.010,7.599,120.505];f9:[958.996,-10.950,98.970];f9:[847.010,7.599,120.505];f10:[958.996,-10.950,98.970];f10:[847.010,7.599,120.505];f11:[958.996,-10.950,98.970];f11:[847.010,7.599,120.505];f12:[958.996,-10.950,98.970];f12:[847.010,7.599,120.505]. It touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/ruinWall01. Notable moments: Peak speed ~115.537 between frames 8-9. Vertical span from -10.950 (f8) to 7.599 (f8)."
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk02,Mesh,8,12,"[409.122,15.494,668.293]","[498.295,2.222,740.546]",462.14224514969425,115.53556128742356,115.53556128742356,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[409.122,15.494,668.293];f8:[498.295,2.222,740.546];f9:[409.122,15.494,668.293];f9:[498.295,2.222,740.546];f10:[409.122,15.494,668.293];f10:[498.295,2.222,740.546];f11:[409.122,15.494,668.293];f11:[498.295,2.222,740.546];f12:[409.122,15.494,668.293];f12:[498.295,2.222,740.546]",Peak speed ~115.536 between frames 8-9.,Vertical span from 2.222 (f8) to 15.494 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[409.122,15.494,668.293];f8:[498.295,2.222,740.546];f9:[409.122,15.494,668.293];f9:[498.295,2.222,740.546];f10:[409.122,15.494,668.293];f10:[498.295,2.222,740.546];f11:[409.122,15.494,668.293];f11:[498.295,2.222,740.546];f12:[409.122,15.494,668.293];f12:[498.295,2.222,740.546]. Notable moments: Peak speed ~115.536 between frames 8-9. Vertical span from 2.222 (f8) to 15.494 (f8)."
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/ruinWall01,Mesh,8,12,"[958.996,-10.95,112.762]","[847.01,7.599,92.135]",461.4828746725061,115.37071866812653,115.37071866812653,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[958.996,-10.950,112.762];f8:[847.010,7.599,92.135];f9:[958.996,-10.950,112.762];f9:[847.010,7.599,92.135];f10:[958.996,-10.950,112.762];f10:[847.010,7.599,92.135];f11:[958.996,-10.950,112.762];f11:[847.010,7.599,92.135];f12:[958.996,-10.950,112.762];f12:[847.010,7.599,92.135]",Peak speed ~115.371 between frames 8-9.,Vertical span from -10.950 (f8) to 7.599 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.,UIElement,touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/LoDMesh.,"As a UIElement, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[958.996,-10.950,112.762];f8:[847.010,7.599,92.135];f9:[958.996,-10.950,112.762];f9:[847.010,7.599,92.135];f10:[958.996,-10.950,112.762];f10:[847.010,7.599,92.135];f11:[958.996,-10.950,112.762];f11:[847.010,7.599,92.135];f12:[958.996,-10.950,112.762];f12:[847.010,7.599,92.135]. It touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/LoDMesh. Notable moments: Peak speed ~115.371 between frames 8-9. Vertical span from -10.950 (f8) to 7.599 (f8)."
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/LoDMesh,Mesh,8,12,"[958.996,-10.95,112.762]","[847.01,7.599,92.135]",461.4828746725061,115.37071866812653,115.37071866812653,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[958.996,-10.950,112.762];f8:[847.010,7.599,92.135];f9:[958.996,-10.950,112.762];f9:[847.010,7.599,92.135];f10:[958.996,-10.950,112.762];f10:[847.010,7.599,92.135];f11:[958.996,-10.950,112.762];f11:[847.010,7.599,92.135];f12:[958.996,-10.950,112.762];f12:[847.010,7.599,92.135]",Peak speed ~115.371 between frames 8-9.,Vertical span from -10.950 (f8) to 7.599 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.,UIElement,touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/ruinWall01.,"As a UIElement, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[958.996,-10.950,112.762];f8:[847.010,7.599,92.135];f9:[958.996,-10.950,112.762];f9:[847.010,7.599,92.135];f10:[958.996,-10.950,112.762];f10:[847.010,7.599,92.135];f11:[958.996,-10.950,112.762];f11:[847.010,7.599,92.135];f12:[958.996,-10.950,112.762];f12:[847.010,7.599,92.135]. It touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/ruinWall01. Notable moments: Peak speed ~115.371 between frames 8-9. Vertical span from -10.950 (f8) to 7.599 (f8)."
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk01,Mesh,8,12,"[410.075,17.468,669.454]","[497.666,4.554,742.206]",458.3764074382539,114.59410185956348,114.59410185956348,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[410.075,17.468,669.454];f8:[497.666,4.554,742.206];f9:[410.075,17.468,669.454];f9:[497.666,4.554,742.206];f10:[410.075,17.468,669.454];f10:[497.666,4.554,742.206];f11:[410.075,17.468,669.454];f11:[497.666,4.554,742.206];f12:[410.075,17.468,669.454];f12:[497.666,4.554,742.206]",Peak speed ~114.594 between frames 8-9.,Vertical span from 4.554 (f8) to 17.468 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[410.075,17.468,669.454];f8:[497.666,4.554,742.206];f9:[410.075,17.468,669.454];f9:[497.666,4.554,742.206];f10:[410.075,17.468,669.454];f10:[497.666,4.554,742.206];f11:[410.075,17.468,669.454];f11:[497.666,4.554,742.206];f12:[410.075,17.468,669.454];f12:[497.666,4.554,742.206]. Notable moments: Peak speed ~114.594 between frames 8-9. Vertical span from 4.554 (f8) to 17.468 (f8)."
